,Crack_Spread,Crack_Z_Score,Basket_Return,SPY_Return,Rolling_Beta,Beta_Hedged_Return,VLO_Hedged_Return,MPC_Hedged_Return,PSX_Hedged_Return,DINO_Hedged_Return,PBF_Hedged_Return,DK_Hedged_Return,CVI_Hedged_Return
2015-04-15,21.86940026283264,-0.1088047537923569,0.005678316270649731,0.004486965183573943,0.7633226789736142,0.002253313986262734,-0.0038172870937992543,-0.003692395866014415,0.009790907091833083,0.01270962834613974,-0.012433464697409387,0.009508378010340135,0.01116598905994739
2015-04-16,21.8243989944458,-0.12447728104647637,0.0130583315918687,-0.0002853118777871311,0.7496503164129512,0.013272215731328195,0.02028684427845141,0.020319370642276107,0.0040800514017257615,0.0071207329572881084,0.004764912596460512,0.0072202965137977936,0.015786307989462987
2015-04-17,22.060797214508057,-0.03676571798449922,-0.012011603059117753,-0.011503364379846337,0.7562957990853952,-0.003311656903291396,-0.005713057705757822,-0.0035162383036119894,-0.004440055352866389,0.008627400597087513,-0.003074211336441069,0.0016927064421849878,-0.013759677554565843
2015-04-20,21.459800720214858,-0.2588232154914432,0.0052796976397982585,0.009136891863676277,0.6981786509062444,-0.0010994851950594867,-0.006125484189037576,-0.00025156501200468244,0.007582062222804914,-0.003210627239355477,0.002014886698199371,-0.022654374892353925,-0.0009540263371374735
2015-04-21,21.061799049377456,-0.4049324228446437,0.008616526200176349,-0.0011913420924526408,0.7536316335210987,0.009514359287393876,0.0156438737604227,0.0077618874776376095,0.003732730455142654,0.00506660553519587,0.03237751659964254,0.01253950234292475,-0.0004555027310962946
2015-04-22,21.52979874610901,-0.22694085288769955,0.018460501974628674,0.004913879337429705,0.7665963883049638,0.014693539821988674,0.014650488562299287,0.01734351735378424,0.012788261314171715,0.009521893005743385,0.011263925711246932,0.020463052161841758,0.019188696403921797
2015-04-23,22.385998010635376,0.0972683857838242,-0.002162951394549556,0.0025164253470351117,0.8266101763051994,-0.004243054194321122,-0.0035299625001286275,-0.006417288368064895,0.0009269093372693397,-0.006846835366012889,-0.027315989090758996,-0.0015653180421620764,0.002815601633145316
2015-04-24,23.083199739456184,0.3609164384130253,0.01514278951140271,0.0023202978807279617,0.8656476701438354,0.01313422905691087,0.012329480570984283,0.012237978978139979,0.0018034378381887334,0.030770453602046888,0.026934550782805593,0.019648184965463174,0.02270645124928992
2015-04-27,23.24799871444702,0.4210947498384692,-0.007627313218694754,-0.004157507568579133,0.8683769418241423,-0.004017029510681281,-0.008073457520703802,0.0017848563184280552,-0.001851611483329063,0.007216216739511429,0.0032060903622821765,-0.029060235187759135,-0.02821781543914745
2015-04-28,23.170801877975464,0.38853113410093904,-0.0025016488075393526,0.0031788848107250356,0.9819718646394082,-0.0056232242526009085,-0.014180103395068236,-0.007661785568460869,0.0030528147262173667,-0.004636397701551137,-0.016568138194727387,0.010149402470800779,-0.002827582738430599
2015-04-29,22.8612003326416,0.26664041498538765,-0.0070034048160015185,-0.004114787564440503,0.9419227725370476,-0.0031275927049027544,-0.010431055285450828,0.004672557803045692,-0.003114008559490904,0.00022175571749222679,-0.006336242999516439,-0.015872290998577558,0.0035756986745346386
2015-04-30,23.315797328948975,0.4409015756474513,-0.0258058321250875,-0.01002065546045583,0.9991701255165942,-0.015793492550905303,-0.009580284893372771,-0.026789226053741382,-0.010438127832778442,-0.013952240659475782,-0.011570187097119355,-0.028658399037061556,-0.013698589665510612
2015-05-01,23.040796995162964,0.3308453226806483,0.03240623203899486,0.010841709961027846,1.0777567421045666,0.020721506032554862,0.025419339357071843,0.02740933011963581,0.01709220828453855,0.013027803255625045,-0.0014747284251598238,0.014793141560256648,0.02545171219851941
2015-05-04,23.001201391220107,0.3132068533464664,-0.014874851275483911,0.002847276949740074,1.060498284886052,-0.01789438359727885,-0.015893927069526106,-0.017410329278318155,-0.012544615083926632,-0.021942223250172966,-0.030835510700238117,-0.019011373629713543,-0.034911983956424975
2015-05-05,23.122003555297866,0.3587506294416807,-0.0007942580961707136,-0.011452082976170064,1.02551116434899,0.010949980850942696,0.008048254728484555,0.019784581225235735,0.007414246019671757,0.014453337542924901,0.002367588116912985,0.00021144271833496188,0.011278501230795936
2015-05-06,22.305195331573486,0.03301367541995216,-0.007245856697621278,-0.004116613227060029,1.042639056024477,-0.002953714968541534,-0.005108889448419315,-0.002750650371738622,-0.0032248091108980177,0.014246948201043825,-0.004813834809287819,-0.02249865487124142,-0.0048339614371093135
2015-05-07,22.346800804138184,0.04941253853271587,0.01114379136028691,0.003989731746551817,1.0446599116254158,0.006975878546524973,0.0014402548855970711,0.011526964551683389,-0.003062206412153664,0.05044458082306044,0.0014209481512010552,-2.6227178350118723e-05,-0.012291376814106343
2015-05-08,21.880800008773818,-0.13769919029827093,0.020510299611482177,0.013166074933784078,1.072648162677092,0.0063877335240897695,0.01110935078961869,0.004525066788311868,0.005759866971106619,0.0020642899653012265,0.009292714873995533,0.006129436215202155,0.0012325167168092677
2015-05-11,21.56979966163634,-0.2622481405134461,-0.014975007520195954,-0.004772405567358695,1.060830592328175,-0.00991229369534455,-0.003192229471235898,-0.018415263719069607,-0.007808611578088439,-0.017076420515104888,-0.006571191933431081,-0.006189675964653137,-0.00425164113662729
2015-05-12,22.284801959991455,0.029040814595193302,-0.009346002886525146,-0.0029914280162484097,1.0404889754089783,-0.006233455014889125,-0.010316276207485979,-0.005359543833076049,0.002910803317921933,-0.010976982881338321,-0.01765187252215412,-0.02064102593592896,-0.000597152463822314
2015-05-13,22.58679723739624,0.15198554493264232,0.011611508185148922,0.00019009136528325143,1.0407456245401367,0.011413671428467517,0.01288543464160176,0.009125643273981184,0.003137783041213176,0.020674641492964,0.019552391441835494,0.033454964845316404,0.008172484512289843
2015-05-14,23.492602348327637,0.5217016165508535,0.025196193092039656,0.010428145713324177,1.0900974707929538,0.013828497824884586,0.01695964421464531,0.00968987295089328,0.005655085537394886,0.026303624774760646,0.018445956220133355,0.04079818694600548,0.0031955502673641934
2015-05-15,23.845398426055908,0.6625644219137512,-0.007329151160259067,0.001083527290625108,1.0901115881470071,-0.008510316815843027,-0.003777773194239581,-0.013495459511874688,-0.008361754046600915,-0.003345316990853371,-0.01607332794407394,-0.015102040856055356,-0.004165399771448612
2015-05-18,23.55039882659912,0.5364860577818478,0.010237212529437422,0.0031070094177363394,1.1046969931344228,0.006804908568023753,0.010561780562336368,0.00855012147446155,-0.00019915824422842834,0.004425743991042173,0.004137786853803309,0.021234073243978024,0.007311104317761952
