,Strategy
2019-01-17,0.0
2019-01-18,0.0
2019-01-22,0.0
2019-01-23,0.0
2019-01-24,0.0
2019-01-25,0.0
2019-01-28,0.0
2019-01-29,0.0
2019-01-30,0.0
2019-01-31,0.0
2019-02-01,0.0003962929668874541
2019-02-04,0.005783176205841567
2019-02-05,0.004120848723962515
2019-02-06,-0.0013184376376942
2019-02-07,-0.0095324926086175
2019-02-08,0.0012214743696323
2019-02-11,0.0005544181826517
2019-02-12,0.012859347787369
2019-02-13,0.0032470142185743
2019-02-14,-0.0022183421307691
2019-02-15,0.010897180640897902
2019-02-19,0.0017305687169923
2019-02-20,0.0020155496807554
2019-02-21,-0.0035558193796035005
2019-02-22,0.0061998915385401
2019-02-25,0.0013614020545670998
2019-02-26,-0.0007157774825532999
2019-02-27,-0.0004292868399281
2019-02-28,-0.0018624230914138
2019-03-01,0.0062437749213004
2019-03-04,-0.0036377171306208
2019-03-05,-0.0013598917250224
2019-03-06,-0.0060570240857821004
2019-03-07,-0.0083655804096456
2019-03-08,-0.0019998027788387
2019-03-11,0.0145015567556898
2019-03-12,0.0037707567133284
2019-03-13,0.0002698391267616487
2019-03-14,-0.002490025103618583
2019-03-15,-0.0009359688758741353
2019-03-18,0.003625841483102
2019-03-19,0.0002479609367633
2019-03-20,-0.0030099421901802
2019-03-21,0.011294437536890401
2019-03-22,-0.0192461061317578
2019-03-25,-0.0007517841985076
2019-03-26,0.0074539326879414
2019-03-27,-0.0052289896540921995
2019-03-28,0.0037904918014715
2019-03-29,0.0063052763130018
2019-04-01,0.011859106816869601
2019-04-02,0.0004899678664516
2019-04-03,0.0015734315853421
2019-04-04,0.0026535523892972004
2019-04-05,0.0048401943155584
2019-04-08,0.0007624877174322999
2019-04-09,-0.0051247761642246
2019-04-10,0.0034105736390308
2019-04-11,-0.0002774414702494
2019-04-12,0.0067663491993339
2019-04-15,-0.0006549830609238
2019-04-16,0.0006554123449076
2019-04-17,-0.0024469046329484
2019-04-18,0.0019689497456094
2019-04-22,0.0008621684547034
2019-04-23,0.0089914596189022
2019-04-24,-0.0022191004575268
2019-04-25,-0.0006163772966343
2019-04-26,0.0046565941602569
2019-04-29,0.0015681724948177
2019-04-30,0.0005102241377978
2019-05-01,0.0
2019-05-02,0.0
2019-05-03,0.0
2019-05-06,0.0
2019-05-07,0.0
2019-05-08,0.0
2019-05-09,0.0
2019-05-10,0.0
2019-05-13,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,0.0
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,0.0
2019-05-24,0.0
2019-05-28,0.0
2019-05-29,0.0
2019-05-30,0.0
2019-05-31,0.0
2019-06-03,-0.0025432049477367
2019-06-04,0.0027844329693687466
2019-06-05,-0.0077084802316819715
2019-06-06,0.0007885266706650633
2019-06-07,0.017244379159666267
2019-06-10,0.004121043640112742
2019-06-11,-0.00021691516582268968
2019-06-12,-0.001590337534174747
2019-06-13,0.0041264637563553
2019-06-14,-0.0011050556236287
2019-06-17,0.0003800415527712
2019-06-18,0.0009118327336343149
2019-06-19,0.00353007379839185
2019-06-20,0.0095536633801167
2019-06-21,-0.0010755845297706497
2019-06-24,0.0018668576989003668
2019-06-25,-0.002467989240245415
2019-06-26,-0.011566130917868319
2019-06-27,-0.008557171694133666
2019-06-28,0.005146238788393999
2019-07-01,0.0090781205305809
2019-07-02,0.0010931967194132664
2019-07-03,0.005647154844346845
2019-07-05,-0.0011376455171937
2019-07-08,-0.0054948859471731
2019-07-09,0.0012466617213631
2019-07-10,0.0047780622960857
2019-07-11,0.002344139239816
2019-07-12,0.0044769351168236
2019-07-15,0.0003328130699549
2019-07-16,-0.0032253519184807
2019-07-17,-0.0068049060099769
2019-07-18,0.0036603769824824998
2019-07-19,-0.0055546461270964
2019-07-22,0.0010252358464558412
2019-07-23,-1.4184795362486847e-05
2019-07-24,0.0025508650194739483
2019-07-25,-0.0047770191302208
2019-07-26,0.006700127221730601
2019-07-29,-0.001821336043086
2019-07-30,-0.0024543882688583
2019-07-31,-0.010940699973407998
2019-08-01,0.0
2019-08-02,0.0
2019-08-05,0.0
2019-08-06,0.0
2019-08-07,0.0
2019-08-08,0.0
2019-08-09,0.0
2019-08-12,0.0
2019-08-13,0.0
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,0.0
2019-08-19,0.0
2019-08-20,0.0
2019-08-21,0.0
2019-08-22,0.0
2019-08-23,0.0
2019-08-26,0.0
2019-08-27,0.0
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,0.0
2019-09-03,0.0
2019-09-04,0.0
2019-09-05,0.0
2019-09-06,0.0
2019-09-09,0.0
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,0.0
2019-09-13,0.0
2019-09-16,0.0
2019-09-17,0.0
2019-09-18,0.0
2019-09-19,0.0
2019-09-20,0.0
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,0.0
2019-09-30,0.0
2019-10-01,0.0
2019-10-02,0.0
2019-10-03,0.0
2019-10-04,0.0
2019-10-07,0.0
2019-10-08,0.0
2019-10-09,0.0
2019-10-10,0.0
2019-10-11,0.0
2019-10-14,0.0
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,0.0
2019-10-21,0.0
2019-10-22,0.0
2019-10-23,0.0
2019-10-24,0.0
2019-10-25,0.0
2019-10-28,0.0
2019-10-29,0.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,0.0
2019-11-04,0.0
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.0
2019-11-08,0.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,0.0
2019-11-18,0.0
2019-11-19,0.0
2019-11-20,0.0
2019-11-21,0.0
2019-11-22,0.0
2019-11-25,0.0
2019-11-26,0.0
2019-11-27,0.0
2019-11-29,0.0
2019-12-02,-0.0084948394522961
2019-12-03,-0.0019510916615670156
2019-12-04,0.027053988259414834
2019-12-05,0.0017977141178792998
2019-12-06,0.0091339822816209
2019-12-09,-0.003143929830223
2019-12-10,-0.0011151092058626
2019-12-11,0.0028388359349126994
2019-12-12,0.0086186608651086
2019-12-13,0.0005993530923031
2019-12-16,0.0068699249025971
2019-12-17,0.0002193089792534
2019-12-18,6.227093379718163e-05
2019-12-19,0.0040991253736155
2019-12-20,0.0043839848709541
2019-12-23,0.001528145011872
2019-12-24,3.108388573935805e-05
2019-12-26,0.0053230799202157
2019-12-27,-0.0002475535218159
2019-12-30,-0.005513515280234
2019-12-31,0.0024296573580937
2020-01-02,0.0093517558132936
2020-01-03,-0.007572032163045301
2020-01-06,0.0038145919197644994
2020-01-07,-0.0028110950135462
2020-01-08,0.0024813815128144037
2020-01-09,0.00309259124362938
2020-01-10,-0.004099323362794735
2020-01-13,0.0068777794911081
2020-01-14,-0.0015250491641759
2020-01-15,0.0010101100227831513
2020-01-16,0.0007336135972012791
2020-01-17,0.0031127391620243998
2020-01-21,-0.0015906740514055407
2020-01-22,-0.0005146594254442322
2020-01-23,0.006444494667026456
2020-01-24,-0.0032935212547328284
2020-01-27,0.00011175637959642715
2020-01-28,0.0034451254550968012
2020-01-29,0.007290115104176257
2020-01-30,0.005590928275200445
2020-01-31,-0.01026364416193749
2020-02-03,0.01538309810458322
2020-02-04,0.0017068891454548197
2020-02-05,0.032190042733027044
2020-02-06,-0.001
2020-02-07,-0.007754041621373265
2020-02-10,0.00933412385442725
2020-02-11,-0.01816182254432262
2020-02-12,0.0002404679571007988
2020-02-13,0.019897074291764464
2020-02-14,0.0016021254143894
2020-02-18,-0.0025767490388874
2020-02-19,0.0047812346160909
2020-02-20,-0.0015180422037544994
2020-02-21,-0.03411548927992219
2020-02-24,-0.006360827004138262
2020-02-25,-0.022211607868602216
2020-02-26,-0.002693174948486522
2020-02-27,-0.03388508767132047
2020-02-28,-0.0025877066273401472
2020-03-02,0.009619398344095701
2020-03-03,-0.020941882417817866
2020-03-04,-0.06304945316199045
2020-03-05,0.04986298115102235
2020-03-06,0.024796002626376153
2020-03-09,0.11714194123392961
2020-03-10,-0.0776175566798067
2020-03-11,0.0731229843063174
2020-03-12,0.1435155979087812
2020-03-13,-0.12822982861194526
2020-03-16,0.1641357059112978
2020-03-17,-0.0809878556173638
2020-03-18,0.07594919904240915
2020-03-19,-0.0031875491516009996
2020-03-20,0.06464131443906765
2020-03-23,0.0383526026007693
2020-03-24,-0.13590505913590023
2020-03-25,-0.02245527500200695
2020-03-26,-0.0875846394847272
2020-03-27,0.04467843507241965
2020-03-30,-0.04871357508185655
2020-03-31,0.0223580852680764
2020-04-01,0.135014642828208
2020-04-02,-0.0692263776025671
2020-04-03,0.043362583248753
2020-04-06,-0.20149811942525697
2020-04-07,-0.0030594007319852995
2020-04-08,-0.10070523175755448
2020-04-09,-0.045651925819565696
2020-04-13,0.0273908530327977
2020-04-14,-0.08847803458580311
2020-04-15,0.06374314376169
2020-04-16,-0.0144716379334917
2020-04-17,-0.08104636083933241
2020-04-20,0.052852856191809
2020-04-21,0.09109002010381531
2020-04-22,-0.0665827216496799
2020-04-23,0.00021517869823661773
2020-04-24,-0.041816181385457396
2020-04-27,-0.043255634368689594
2020-04-28,0.0137949355769094
2020-04-29,-0.0785352066855087
2020-04-30,0.0279314364699936
2020-05-01,0.0
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-18,0.0
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,0.0
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,0.0
2020-06-01,0.0027290425507264494
2020-06-02,0.00568514278195291
2020-06-03,0.010399257908172027
2020-06-04,-0.002026092634191118
2020-06-05,0.01968748810992982
2020-06-08,0.008862362638482457
2020-06-09,-0.00546695513476726
2020-06-10,-0.002203559917131719
2020-06-11,-0.03740247405932494
2020-06-12,0.006226893136641594
2020-06-15,0.004989766841740431
2020-06-16,0.0103180609898477
2020-06-17,-0.0021865083507697516
2020-06-18,0.0002138202251324764
2020-06-19,-0.0032234501030726265
2020-06-22,0.0036616629276059946
2020-06-23,0.002645870847539476
2020-06-24,-0.014656389637739882
2020-06-25,0.0058180483827712385
2020-06-26,-0.012995080665874077
2020-06-29,0.007677166654513952
2020-06-30,0.006594357806581785
2020-07-01,0.003569921582011594
2020-07-02,0.0011899629463228364
2020-07-06,-0.00527092024289748
2020-07-07,-0.005238465641717862
2020-07-08,0.004040554264566803
2020-07-09,-0.003029539172057362
2020-07-10,0.005442520973150153
2020-07-13,-0.004586215662729747
2020-07-14,0.010018379439912812
2020-07-15,0.007079541466797912
2020-07-16,-0.002538890987694176
2020-07-17,0.002342596753604401
2020-07-20,0.006568003872824985
2020-07-21,0.0017177207352077797
2020-07-22,0.004651930233661557
2020-07-23,-0.009760539072840486
2020-07-24,-0.005089825371747351
2020-07-27,0.006618942123402411
2020-07-28,-0.0058166830234877565
2020-07-29,0.0122992681611775
2020-07-30,-0.0035681222935614
2020-07-31,0.0079022206432721
2020-08-03,0.0
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,0.0
2020-08-10,0.0
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,0.0
2020-08-14,0.0
2020-08-17,0.0
2020-08-18,0.0
2020-08-19,0.0
2020-08-20,0.0
2020-08-21,0.0
2020-08-24,0.0
2020-08-25,0.0
2020-08-26,0.0
2020-08-27,0.0
2020-08-28,0.0
