date,stock,q10_ret,q50_ret,q90_ret,q10_price,q50_price,q90_price,actual_price,p_up,actual_return,base_p_up,base_q50
2020-02-12,PSX,-0.022360967472195625,-0.005974235944449902,0.008171720430254936,68.3297646705562,69.47507645921846,70.46377457576592,70.03091532512002,0.2222222222222222,0.001978517496475,0.3333333333333333,-0.003954017534852028
2020-02-13,PSX,-0.018049146980047226,-0.002173762768507004,0.011982076801359653,69.29259297793067,70.41285936718566,71.411783933073,70.03729335611527,0.4444444444444444,-0.007495938618577,0.4444444444444444,-0.0025403890758752823
2020-01-02,CVI,-0.018635906279087067,-0.001256068586371839,0.015961892902851105,24.181284236582187,24.609531813523525,25.03379068279476,24.535956888202495,0.4444444444444444,-0.0042420055284231,0.5555555555555556,0.00014507847663480788
2020-01-03,CVI,-0.016917318105697632,0.00020085173309780657,0.016758762300014496,24.337471019964653,24.76125324097148,25.171165526067384,24.828635133395487,0.5555555555555556,0.0029226617133115,0.5555555555555556,0.0006446011830121279
2020-01-06,CVI,-0.016921527683734894,-0.0002529673802200705,0.016136793419718742,24.193576804313807,24.603790337899035,25.007142611276947,24.324985135295723,0.4444444444444444,-0.0115818996363311,0.5555555555555556,0.0003464053734205663
2020-01-07,CVI,-0.015722764655947685,0.0002053269126918167,0.016085313633084297,24.049110954597065,24.438286308525978,24.82628630373338,24.87885241029039,0.5555555555555556,0.0182367287990092,0.5555555555555556,0.0004317637358326465
2020-01-08,CVI,-0.0220589991658926,-0.003222239436581731,0.015365737490355968,24.263823681429333,24.731185021644762,25.19237377880395,24.26811625202833,0.4444444444444444,-0.0218859893038506,0.5555555555555556,0.00011994455417152494
2020-01-09,CVI,-0.016422126442193985,0.0021891880314797163,0.02033751830458641,24.002051869618768,24.456220011631824,24.899090043860625,24.495878475680627,0.5555555555555556,0.003814348578152,0.5555555555555556,0.0005727338721044362
2020-01-10,CVI,-0.017799396067857742,-0.00043694302439689636,0.016948092728853226,24.225843910491307,24.65408644633399,25.08288598163304,24.61095380672274,0.4444444444444444,-0.002185691378918,0.5555555555555556,0.00023903793771751225
2020-01-13,CVI,-0.016410835087299347,0.0005063742282800376,0.016918588429689407,24.140203765433355,24.555402401803878,24.958206955978817,24.432035047096186,0.5555555555555556,-0.0045202110720553,0.5555555555555556,0.00031764109735377133
2020-01-14,CVI,-0.01741257682442665,-0.00033239234471693635,0.01668984815478325,24.157533112596184,24.577460248244154,24.99596279449929,24.150914906020063,0.4444444444444444,-0.0176817668329993,0.4444444444444444,-4.186815567663871e-05
2020-01-15,CVI,-0.017824066802859306,5.4747535614296794e-05,0.01784437708556652,23.686500610760483,24.117672392143287,24.54669336176581,23.594892116992664,0.5555555555555556,-0.0216226717269786,0.4444444444444444,-0.00025446340441703796
2020-01-16,CVI,-0.018547672778367996,-0.0007889377884566784,0.01679966412484646,23.208469943810584,23.62841195813155,24.04433082401689,23.202930465943247,0.4444444444444444,-0.0187819292139562,0.4444444444444444,-0.0005920858820900321
2020-01-17,CVI,-0.02061392180621624,-0.0023838854394853115,0.015611588954925537,22.86712977819786,23.292772552524514,23.712938672463792,22.769977797869288,0.4444444444444444,-0.0247748855093862,0.4444444444444444,-0.001131033874116838
2020-01-21,CVI,-0.02255781553685665,-0.003600807162001729,0.014973629266023636,22.303470430231854,22.73603522276376,23.15987041242076,22.64734386600331,0.3333333333333333,-0.0074876764169957,0.4444444444444444,-0.002052856609225273
2020-01-22,CVI,-0.021324601024389267,-0.003895472502335906,0.013788814656436443,22.134776733108012,22.528972672734273,22.928939554862215,22.651821553457594,0.3333333333333333,0.001536214422058,0.4444444444444444,-0.0017291950061917305
2020-01-23,CVI,-0.019904201850295067,-0.003551844507455826,0.01273322943598032,22.202743717149698,22.573184239331034,22.942100547169055,22.314658611393128,0.3333333333333333,-0.0149639422591513,0.4444444444444444,-0.0014866911806166172
2020-01-24,CVI,-0.020548641681671143,-0.0034655185882002115,0.013818001374602318,21.871767115896322,22.25324403839925,22.639195949496095,22.203087653704102,0.3333333333333333,-0.005711598608058,0.4444444444444444,-0.0017198887653648853
2020-01-27,CVI,-0.01961352489888668,-0.0036022416315972805,0.012796557508409023,21.671571609102198,22.025503125594096,22.38800073127483,21.528843542720814,0.3333333333333333,-0.0260703093177367,0.4444444444444444,-0.0019911210983991623
2020-01-28,CVI,-0.02132912166416645,-0.0034447102807462215,0.014578107744455338,20.78070843220495,21.160458914892686,21.54314826919866,21.400649520089736,0.3333333333333333,0.0078671057395352,0.4444444444444444,-0.0019474453292787075
2020-01-29,CVI,-0.021541869267821312,-0.00440815556794405,0.013333972543478012,21.145914090603267,21.51619875232863,21.899632141090873,21.166668716841155,0.3333333333333333,-0.0205815167048743,0.4444444444444444,-0.0023534109350293875
2020-01-30,CVI,-0.018172618001699448,-0.0015006618341431022,0.014655856415629387,20.76395771826205,21.1165408701388,21.45822339800823,21.442653030368994,0.4444444444444444,0.0139196088512966,0.4444444444444444,-0.001780082588084042
2020-01-31,CVI,-0.0240595992654562,-0.006186399143189192,0.011931601911783218,20.996337046830163,21.38086025499955,21.770650099214123,21.472127242341983,0.3333333333333333,-0.0019441763210777,0.4444444444444444,-0.0016570782754570246
2020-02-03,CVI,-0.01921115815639496,-0.002398556564003229,0.014311980456113815,20.68819661257493,21.04283197594069,21.395314447829396,20.707634164727246,0.4444444444444444,-0.0182896600374068,0.4444444444444444,-0.000671743880957365
2020-02-04,CVI,-0.019250638782978058,-0.0028918692842125893,0.013608217239379883,20.454247672146565,20.795421815277372,21.13954322866948,20.280266010651818,0.4444444444444444,-0.0275927888395068,0.4444444444444444,-0.0012388662435114384
2020-02-05,CVI,-0.020906196907162666,-0.0027299467474222183,0.014988799579441547,20.09749475712146,20.470591891569235,20.834298014804848,20.908339665426734,0.4444444444444444,0.0185959019656214,0.4444444444444444,-0.003056644694879651
2020-02-06,CVI,-0.0240520928055048,-0.005271041765809059,0.013455462642014027,20.60987620220755,21.006490748969757,21.40195339067448,20.441165254983158,0.3333333333333333,-0.0320411313736651,0.4444444444444444,-0.0014765765517950058
2020-02-07,CVI,-0.01995297335088253,0.00023717654403299093,0.0196703914552927,20.093169810107426,20.507113324345855,20.905537967807433,20.755375812314483,0.5555555555555556,0.0123462123736995,0.4444444444444444,-0.0019272384233772755
2020-02-10,CVI,-0.02341577038168907,-0.004449938889592886,0.01392493024468422,20.182874237984414,20.574837347990183,20.954587155153753,21.08507946996994,0.3333333333333333,0.0202390327472921,0.4444444444444444,-0.002158157993108034
2020-02-11,CVI,-0.023360157385468483,-0.0025404191110283136,0.017001859843730927,20.72567898183507,21.167503278913415,21.58221808217756,21.33512463993257,0.4444444444444444,0.0053582702292852,0.4444444444444444,-0.0007065066020004451
2020-02-12,CVI,-0.02099411003291607,-0.00268368236720562,0.014824875630438328,20.91909164858404,21.310343139907186,21.6844605309676,20.99330036492857,0.4444444444444444,-0.0175211690654669,0.4444444444444444,-0.0007430316763930023
2020-02-13,CVI,-0.01706737093627453,0.0009481462766416371,0.018009694293141365,20.751388215974455,21.131726583572338,21.491925030533164,20.833055481363463,0.5555555555555556,-0.0131990311875406,0.4444444444444444,-0.0004551262245513499
