date,settlement,expiry_date,days_to_expiry,open_interest,total_volume
2015-04-29,1.7578999996185305,2015-11-30,215,37936.0,4975
2015-04-30,1.7760000228881836,2015-11-30,214,38579.0,6202
2015-05-01,1.772699952125549,2015-11-30,213,38858.0,4038
2015-05-04,1.7731000185012815,2015-11-30,210,38307.0,3931
2015-05-05,1.8008999824523926,2015-11-30,209,39003.0,5170
2015-05-06,1.7963000535964966,2015-11-30,208,39809.0,9631
2015-05-07,1.7460999488830566,2015-11-30,207,37849.0,9879
2015-05-08,1.7497999668121338,2015-11-30,206,36372.0,7136
2015-05-11,1.7400000095367432,2015-11-30,203,36878.0,4555
2015-05-12,1.7822999954223633,2015-11-30,202,37902.0,9036
2015-05-13,1.779099941253662,2015-11-30,201,37352.0,5106
2015-05-14,1.7817000150680542,2015-11-30,200,37661.0,5526
2015-05-15,1.7805999517440796,2015-11-30,199,36818.0,5216
2015-05-18,1.7676000595092771,2015-11-30,196,36401.0,3550
2015-05-19,1.718999981880188,2015-11-30,195,36416.0,4780
2015-05-20,1.7483999729156494,2015-11-30,194,36255.0,7434
2015-05-21,1.7829999923706057,2015-11-30,193,36025.0,7531
2015-05-22,1.7611000537872314,2015-11-30,192,36270.0,7508
2015-05-26,1.7110999822616575,2015-11-30,188,35585.0,7206
2015-05-27,1.6607999801635742,2015-11-30,187,35524.0,8917
2015-05-28,1.6830999851226809,2015-11-30,186,37678.0,9764
2015-05-29,1.760800004005432,2015-11-30,185,39139.0,8265
2015-06-01,1.742300033569336,2015-11-30,182,38673.0,5481
2015-06-02,1.7623000144958496,2015-11-30,181,39137.0,7422
2015-06-03,1.7347999811172483,2015-11-30,180,39058.0,9140
2015-06-04,1.6855000257492063,2015-11-30,179,37735.0,8728
2015-06-05,1.7237000465393066,2015-11-30,178,38864.0,8534
2015-06-08,1.7059999704360962,2015-11-30,175,38405.0,4303
2015-06-09,1.7616000175476074,2015-11-30,174,39128.0,11498
2015-06-10,1.801699995994568,2015-11-30,173,41238.0,17818
2015-06-11,1.7907999753952026,2015-11-30,172,42265.0,11878
2015-06-12,1.7669999599456787,2015-11-30,171,43928.0,7916
2015-06-15,1.7537000179290771,2015-11-30,168,43434.0,8452
2015-06-16,1.7625999450683594,2015-11-30,167,44511.0,10467
2015-06-17,1.7578999996185305,2015-11-30,166,44654.0,19178
2015-06-18,1.7616000175476074,2015-11-30,165,45304.0,10880
2015-06-19,1.72979998588562,2015-11-30,164,45010.0,10375
2015-06-22,1.726699948310852,2015-11-30,161,44504.0,14792
2015-06-23,1.760800004005432,2015-11-30,160,46234.0,17130
2015-06-24,1.7426999807357788,2015-11-30,159,47741.0,14414
2015-06-25,1.7269999980926514,2015-11-30,158,48032.0,6946
2015-06-26,1.7311999797821045,2015-11-30,157,48242.0,4427
2015-06-29,1.704699993133545,2015-11-30,154,48133.0,6850
2015-06-30,1.7354999780654907,2015-11-30,153,48884.0,8940
2015-07-01,1.6957000494003296,2015-11-30,152,48700.0,10983
2015-07-02,1.698699951171875,2015-11-30,151,48631.0,16102
2015-07-06,1.5789999961853027,2015-11-30,147,46639.0,16584
2015-07-07,1.580899953842163,2015-11-30,146,47557.0,21969
2015-07-08,1.587499976158142,2015-11-30,145,48594.0,19451
2015-07-09,1.618899941444397,2015-11-30,144,48907.0,16682
2015-07-10,1.6155999898910522,2015-11-30,143,49539.0,13515
2015-07-13,1.5846999883651731,2015-11-30,140,50090.0,19237
2015-07-14,1.5920000076293943,2015-11-30,139,49151.0,16320
2015-07-15,1.545699954032898,2015-11-30,138,48219.0,13213
2015-07-16,1.552299976348877,2015-11-30,137,47878.0,12772
2015-07-17,1.568600058555603,2015-11-30,136,47637.0,14503
2015-07-20,1.566100001335144,2015-11-30,133,46912.0,12291
2015-07-21,1.5755000114440918,2015-11-30,132,47373.0,14588
2015-07-22,1.5369000434875488,2015-11-30,131,48845.0,19703
2015-07-23,1.5154000520706177,2015-11-30,130,47504.0,12983
2015-07-24,1.4991999864578247,2015-11-30,129,46667.0,15958
2015-07-27,1.4780999422073364,2015-11-30,126,45945.0,13373
2015-07-28,1.472100019454956,2015-11-30,125,44800.0,14303
2015-07-29,1.4789999723434448,2015-11-30,124,46293.0,14561
2015-07-30,1.4833999872207642,2015-11-30,123,46344.0,11515
2015-07-31,1.471500039100647,2015-11-30,122,47308.0,16592
2015-08-03,1.398900032043457,2015-11-30,119,47846.0,17638
2015-08-04,1.4115999937057495,2015-11-30,118,48140.0,13590
2015-08-05,1.4052000045776367,2015-11-30,117,49295.0,15148
2015-08-06,1.3946000337600708,2015-11-30,116,48131.0,16881
2015-08-07,1.3762999773025513,2015-11-30,115,49077.0,15509
2015-08-10,1.422600030899048,2015-11-30,112,50499.0,15837
2015-08-11,1.4043999910354614,2015-11-30,111,51165.0,20368
2015-08-12,1.4329999685287476,2015-11-30,110,54584.0,36527
2015-08-13,1.4107999801635742,2015-11-30,109,53854.0,25404
2015-08-14,1.402899980545044,2015-11-30,108,54968.0,20125
2015-08-17,1.3955999612808228,2015-11-30,105,55214.0,16777
2015-08-18,1.3890999555587769,2015-11-30,104,55177.0,14906
2015-08-19,1.3379000425338743,2015-11-30,103,56078.0,27919
2015-08-20,1.3150999546051023,2015-11-30,102,55676.0,21931
2015-08-21,1.29639995098114,2015-11-30,101,56016.0,30384
2015-08-24,1.225100040435791,2015-11-30,98,54927.0,24225
2015-08-25,1.2244999408721924,2015-11-30,97,55872.0,25596
2015-08-26,1.1784000396728516,2015-11-30,96,54183.0,40205
2015-08-27,1.2827999591827393,2015-11-30,95,51335.0,34661
2015-08-28,1.350200057029724,2015-11-30,94,51961.0,29102
2015-08-31,1.4560999870300293,2015-11-30,91,52016.0,20788
2015-09-01,1.3522000312805176,2015-11-30,90,52560.0,20406
2015-09-02,1.3761999607086182,2015-11-30,89,53198.0,23077
2015-09-03,1.3895000219345093,2015-11-30,88,53742.0,16824
2015-09-04,1.371899962425232,2015-11-30,87,53702.0,16284
2015-09-08,1.3609999418258667,2015-11-30,83,54158.0,19946
2015-09-09,1.3248000144958496,2015-11-30,82,56722.0,18662
2015-09-10,1.357699990272522,2015-11-30,81,57549.0,29090
2015-09-11,1.3382999897003174,2015-11-30,80,58282.0,20481
2015-09-14,1.2834999561309814,2015-11-30,77,57281.0,24136
2015-09-15,1.3056000471115112,2015-11-30,76,58795.0,25524
2015-09-16,1.350200057029724,2015-11-30,75,61081.0,29711
2015-09-17,1.3418999910354614,2015-11-30,74,62792.0,17635
2015-09-18,1.3142000436782837,2015-11-30,73,63117.0,17941
2015-09-21,1.357300043106079,2015-11-30,70,63631.0,31057
2015-09-22,1.3707000017166138,2015-11-30,69,66788.0,24049
2015-09-23,1.3377000093460083,2015-11-30,68,69748.0,27049
2015-09-24,1.3284000158309937,2015-11-30,67,69078.0,24482
2015-09-25,1.354099988937378,2015-11-30,66,70138.0,19759
2015-09-28,1.3097000122070312,2015-11-30,63,70785.0,17483
