date,settlement,expiry_date,days_to_expiry,open_interest,total_volume
2021-10-18,76.61000061035156,2022-05-20,214,175590.0,59150
2021-10-19,77.0199966430664,2022-05-20,213,177197.0,48200
2021-10-20,77.83000183105469,2022-05-20,212,177801.0,45638
2021-10-21,76.37999725341797,2022-05-20,211,171367.0,65391
2021-10-22,76.44000244140625,2022-05-20,210,155323.0,98033
2021-10-25,76.94999694824219,2022-05-20,207,154715.0,93061
2021-10-26,77.41999816894531,2022-05-20,206,156932.0,55628
2021-10-27,75.91999816894531,2022-05-20,205,156511.0,47260
2021-10-28,75.69000244140625,2022-05-20,204,159364.0,50946
2021-10-29,75.41999816894531,2022-05-20,203,163126.0,42902
2021-11-01,75.94000244140625,2022-05-20,200,162640.0,52513
2021-11-02,76.0999984741211,2022-05-20,199,166591.0,37509
2021-11-03,73.80999755859375,2022-05-20,198,171438.0,67249
2021-11-04,72.97000122070312,2022-05-20,197,171221.0,93135
2021-11-05,75.2699966430664,2022-05-20,196,173857.0,68860
2021-11-08,75.73999786376953,2022-05-20,193,175852.0,40880
2021-11-09,76.55000305175781,2022-05-20,192,177946.0,59283
2021-11-10,74.62000274658203,2022-05-20,191,177806.0,55836
2021-11-11,74.87000274658203,2022-05-20,190,178855.0,39619
2021-11-12,74.2699966430664,2022-05-20,189,179867.0,50246
2021-11-15,74.3499984741211,2022-05-20,186,182152.0,39903
2021-11-16,74.56999969482422,2022-05-20,185,184444.0,45072
2021-11-17,73.0199966430664,2022-05-20,184,182992.0,76291
2021-11-18,74.25,2022-05-20,183,181176.0,65720
2021-11-19,72.29000091552734,2022-05-20,182,181647.0,64565
2021-11-22,73.41000366210938,2022-05-20,179,178479.0,50884
2021-11-23,75.41000366210938,2022-05-20,178,177725.0,84306
2021-11-24,75.25,2022-05-20,177,177089.0,37508
2021-11-26,66.30000305175781,2022-05-20,175,176528.0,118618
2021-11-29,68.19000244140625,2022-05-20,172,176796.0,72660
2021-11-30,64.47000122070312,2022-05-20,171,176066.0,92812
2021-12-01,64.25,2022-05-20,170,171542.0,71189
2021-12-02,65.23999786376953,2022-05-20,169,171333.0,83385
2021-12-03,65.26000213623047,2022-05-20,168,170722.0,57922
2021-12-06,68.20999908447266,2022-05-20,165,174060.0,50934
2021-12-07,70.61000061035156,2022-05-20,164,173523.0,70982
2021-12-08,71.08000183105469,2022-05-20,163,171327.0,48799
2021-12-09,69.79000091552734,2022-05-20,162,169130.0,46804
2021-12-10,70.37000274658203,2022-05-20,161,168217.0,40625
2021-12-13,69.94999694824219,2022-05-20,158,170841.0,47626
2021-12-14,69.41999816894531,2022-05-20,157,173912.0,47351
2021-12-15,69.41000366210938,2022-05-20,156,172879.0,63480
2021-12-16,70.55000305175781,2022-05-20,155,173926.0,69599
2021-12-17,69.0999984741211,2022-05-20,154,173446.0,49774
2021-12-20,67.30999755859375,2022-05-20,151,172236.0,58236
2021-12-21,69.63999938964844,2022-05-20,150,170747.0,51281
2021-12-22,70.79000091552734,2022-05-20,149,166524.0,49427
2021-12-23,71.81999969482422,2022-05-20,148,164242.0,43378
2021-12-27,73.54000091552734,2022-05-20,144,165146.0,42103
2021-12-28,74.0,2022-05-20,143,165138.0,33075
2021-12-29,74.61000061035156,2022-05-20,142,167726.0,38199
2021-12-30,74.98999786376953,2022-05-20,141,168180.0,25262
2021-12-31,73.37000274658203,2022-05-20,140,168835.0,26435
