date,settlement,expiry_date,days_to_expiry,open_interest,total_volume
2019-11-15,55.66999816894531,2020-06-22,220,67598.0,12671
2019-11-18,55.02000045776367,2020-06-22,217,67698.0,3540
2019-11-19,53.619998931884766,2020-06-22,216,68871.0,7775
2019-11-20,55.02000045776367,2020-06-22,215,70419.0,5449
2019-11-21,56.15999984741211,2020-06-22,214,70368.0,11048
2019-11-22,55.66999816894531,2020-06-22,213,71944.0,8044
2019-11-25,55.97999954223633,2020-06-22,210,70968.0,6225
2019-11-26,56.400001525878906,2020-06-22,209,71097.0,5268
2019-11-27,56.33000183105469,2020-06-22,208,70676.0,5862
2019-11-29,53.72999954223633,2020-06-22,206,68823.0,10662
2019-12-02,54.5,2020-06-22,203,70353.0,12263
2019-12-03,54.5099983215332,2020-06-22,202,69039.0,8120
2019-12-04,56.31999969482422,2020-06-22,201,70439.0,12041
2019-12-05,56.36000061035156,2020-06-22,200,72878.0,8726
2019-12-06,56.93000030517578,2020-06-22,199,74112.0,14439
2019-12-09,56.95000076293945,2020-06-22,196,74165.0,16678
2019-12-10,57.27000045776367,2020-06-22,195,71071.0,22911
2019-12-11,56.709999084472656,2020-06-22,194,68813.0,20809
2019-12-12,57.09000015258789,2020-06-22,193,69179.0,22289
2019-12-13,57.83000183105469,2020-06-22,192,70480.0,13734
2019-12-16,58.08000183105469,2020-06-22,189,72969.0,12330
2019-12-17,58.560001373291016,2020-06-22,188,75459.0,13055
2019-12-18,58.630001068115234,2020-06-22,187,74148.0,18559
2019-12-19,58.84999847412109,2020-06-22,186,75784.0,13350
2019-12-20,58.540000915527344,2020-06-22,185,70727.0,38848
2019-12-23,58.66999816894531,2020-06-22,182,70870.0,12307
2019-12-24,59.2400016784668,2020-06-22,181,70153.0,5302
2019-12-26,59.630001068115234,2020-06-22,179,71263.0,9239
2019-12-27,59.70000076293945,2020-06-22,178,73269.0,12437
2019-12-30,59.56999969482422,2020-06-22,175,73877.0,13033
2019-12-31,58.869998931884766,2020-06-22,174,74476.0,7198
2020-01-02,59.25,2020-06-22,172,77356.0,15963
2020-01-03,60.83000183105469,2020-06-22,171,77346.0,35289
2020-01-06,61.060001373291016,2020-06-22,168,78287.0,25622
2020-01-07,60.7599983215332,2020-06-22,167,80282.0,18635
2020-01-08,58.04999923706055,2020-06-22,166,85303.0,53804
2020-01-09,58.18999862670898,2020-06-22,165,89256.0,31736
2020-01-10,57.91999816894531,2020-06-22,164,91117.0,31892
2020-01-13,57.220001220703125,2020-06-22,161,92163.0,23227
2020-01-14,57.40999984741211,2020-06-22,160,93605.0,32252
2020-01-15,56.93999862670898,2020-06-22,159,93660.0,25219
2020-01-16,57.459999084472656,2020-06-22,158,93921.0,19500
2020-01-17,57.540000915527344,2020-06-22,157,91135.0,22328
2020-01-21,57.470001220703125,2020-06-22,153,91591.0,36725
2020-01-22,56.09000015258789,2020-06-22,152,93079.0,36619
2020-01-23,55.040000915527344,2020-06-22,151,93686.0,44551
2020-01-24,53.61000061035156,2020-06-22,150,95688.0,21512
2020-01-27,52.72999954223633,2020-06-22,147,99453.0,33218
2020-01-28,53.08000183105469,2020-06-22,146,100993.0,33651
2020-01-29,53.09999847412109,2020-06-22,145,105209.0,44116
