date,settlement,expiry_date,days_to_expiry,open_interest,total_volume
2021-06-17,66.44999694824219,2022-01-20,217,50534.0,8848
2021-06-18,66.77999877929688,2022-01-20,216,50188.0,3320
2021-06-21,67.88999938964844,2022-01-20,213,50574.0,7229
2021-06-22,68.08999633789062,2022-01-20,212,51124.0,5113
2021-06-23,68.48999786376953,2022-01-20,211,52961.0,7647
2021-06-24,68.88999938964844,2022-01-20,210,54016.0,4189
2021-06-25,69.36000061035156,2022-01-20,209,54646.0,3932
2021-06-28,68.48999786376953,2022-01-20,206,55950.0,4460
2021-06-29,68.61000061035156,2022-01-20,205,56592.0,4891
2021-06-30,68.77999877929688,2022-01-20,204,58833.0,6300
2021-07-01,69.80000305175781,2022-01-20,203,58521.0,12277
2021-07-02,70.0199966430664,2022-01-20,202,57475.0,7668
2021-07-06,68.12000274658203,2022-01-20,198,56874.0,13474
2021-07-07,67.19999694824219,2022-01-20,197,58634.0,12676
2021-07-08,67.91000366210938,2022-01-20,196,58953.0,7654
2021-07-09,69.30000305175781,2022-01-20,195,58522.0,6735
2021-07-12,69.13999938964844,2022-01-20,192,62018.0,11190
2021-07-13,70.43000030517578,2022-01-20,191,61723.0,7088
2021-07-14,68.87999725341797,2022-01-20,190,62002.0,7041
2021-07-15,67.94000244140625,2022-01-20,189,64943.0,7704
2021-07-16,68.25,2022-01-20,188,63804.0,8617
2021-07-19,63.56999969482422,2022-01-20,185,64435.0,13160
2021-07-20,64.2699966430664,2022-01-20,184,62050.0,13021
2021-07-21,66.80000305175781,2022-01-20,183,60366.0,15339
2021-07-22,67.97000122070312,2022-01-20,182,62248.0,14812
2021-07-23,68.20999908447266,2022-01-20,181,64160.0,11721
2021-07-26,68.30000305175781,2022-01-20,178,65470.0,10111
2021-07-27,68.16999816894531,2022-01-20,177,66429.0,13695
2021-07-28,68.72000122070312,2022-01-20,176,64873.0,8524
2021-07-29,69.91999816894531,2022-01-20,175,65432.0,6426
2021-07-30,70.0999984741211,2022-01-20,174,65450.0,6397
2021-08-02,67.81999969482422,2022-01-20,171,65178.0,8578
2021-08-03,67.58000183105469,2022-01-20,170,64762.0,12538
2021-08-04,65.83000183105469,2022-01-20,169,63974.0,19091
2021-08-05,66.8499984741211,2022-01-20,168,63057.0,11821
2021-08-06,66.48999786376953,2022-01-20,167,61974.0,18619
2021-08-09,64.80999755859375,2022-01-20,164,62758.0,15330
2021-08-10,66.33999633789062,2022-01-20,163,63123.0,8210
2021-08-11,67.2300033569336,2022-01-20,162,64528.0,12580
2021-08-12,67.19000244140625,2022-01-20,161,63817.0,8720
2021-08-13,66.54000091552734,2022-01-20,160,64910.0,7181
2021-08-16,65.4800033569336,2022-01-20,157,64576.0,11130
2021-08-17,64.80000305175781,2022-01-20,156,64004.0,11347
2021-08-18,63.77000045776367,2022-01-20,155,61911.0,16066
2021-08-19,62.060001373291016,2022-01-20,154,64815.0,21773
2021-08-20,60.790000915527344,2022-01-20,153,66058.0,15958
2021-08-23,64.1500015258789,2022-01-20,150,63695.0,27037
2021-08-24,66.0,2022-01-20,149,62979.0,17534
2021-08-25,66.77999877929688,2022-01-20,148,63880.0,15304
2021-08-26,65.8499984741211,2022-01-20,147,65373.0,17561
2021-08-27,67.25,2022-01-20,146,65943.0,16282
2021-08-30,67.70999908447266,2022-01-20,143,66157.0,15982
2021-08-31,67.20999908447266,2022-01-20,142,66638.0,13583
2021-09-01,67.31999969482422,2022-01-20,141,69575.0,39847
2021-09-02,68.66999816894531,2022-01-20,140,68204.0,27620
2021-09-03,68.11000061035156,2022-01-20,139,68135.0,23414
2021-09-07,67.19999694824219,2022-01-20,135,69423.0,23399
2021-09-08,67.91000366210938,2022-01-20,134,70866.0,30269
2021-09-09,66.87999725341797,2022-01-20,133,68456.0,35630
