date,settlement,expiry_date,days_to_expiry,open_interest,total_volume
2017-02-15,54.95000076293945,2017-09-20,217,63687.0,6058
2017-02-16,54.77000045776367,2017-09-20,216,63907.0,11814
2017-02-17,54.790000915527344,2017-09-20,215,64809.0,6831
2017-02-21,55.060001373291016,2017-09-20,211,64919.0,14927
2017-02-22,54.560001373291016,2017-09-20,210,65341.0,8995
2017-02-23,55.27000045776367,2017-09-20,209,67557.0,10493
2017-02-24,54.93999862670898,2017-09-20,208,66956.0,6479
2017-02-27,55.09999847412109,2017-09-20,205,66644.0,7442
2017-02-28,55.27999877929688,2017-09-20,204,67083.0,12441
2017-03-01,55.16999816894531,2017-09-20,203,64960.0,10884
2017-03-02,54.06999969482422,2017-09-20,202,63442.0,14845
2017-03-03,54.7599983215332,2017-09-20,201,63762.0,4824
2017-03-06,54.83000183105469,2017-09-20,198,64481.0,5827
2017-03-07,54.720001220703125,2017-09-20,197,63724.0,7942
2017-03-08,52.060001373291016,2017-09-20,196,65658.0,13183
2017-03-09,51.130001068115234,2017-09-20,195,67376.0,31171
2017-03-10,50.29999923706055,2017-09-20,194,64625.0,15498
2017-03-13,50.27000045776367,2017-09-20,191,64603.0,10258
2017-03-14,49.77999877929688,2017-09-20,190,67552.0,20845
2017-03-15,50.56999969482422,2017-09-20,189,68587.0,15077
2017-03-16,50.36000061035156,2017-09-20,188,66693.0,11455
2017-03-17,50.459999084472656,2017-09-20,187,63537.0,10434
2017-03-20,50.29999923706055,2017-09-20,184,64117.0,10693
2017-03-21,49.81999969482422,2017-09-20,183,67552.0,18248
2017-03-22,49.61000061035156,2017-09-20,182,66282.0,29761
2017-03-23,49.2599983215332,2017-09-20,181,67782.0,22947
2017-03-24,49.47999954223633,2017-09-20,180,68692.0,11158
2017-03-27,49.38999938964844,2017-09-20,177,70589.0,10814
2017-03-28,49.88999938964844,2017-09-20,176,68044.0,21057
2017-03-29,50.880001068115234,2017-09-20,175,66866.0,14607
2017-03-30,51.63999938964844,2017-09-20,174,67988.0,19759
2017-03-31,51.95000076293945,2017-09-20,173,67953.0,12607
2017-04-03,51.720001220703125,2017-09-20,170,69743.0,17780
2017-04-04,52.52000045776367,2017-09-20,169,67930.0,17948
2017-04-05,52.56999969482422,2017-09-20,168,68490.0,18586
2017-04-06,53.02999877929688,2017-09-20,167,70191.0,9489
2017-04-07,53.43000030517578,2017-09-20,166,71409.0,20251
2017-04-10,54.290000915527344,2017-09-20,163,71745.0,21482
2017-04-11,54.59999847412109,2017-09-20,162,72479.0,13058
2017-04-12,54.45000076293945,2017-09-20,161,73545.0,18062
2017-04-13,54.54999923706055,2017-09-20,160,71287.0,23631
2017-04-17,54.130001068115234,2017-09-20,156,71051.0,6743
2017-04-18,53.869998931884766,2017-09-20,155,73633.0,16099
2017-04-19,51.900001525878906,2017-09-20,154,73703.0,43459
2017-04-20,51.81999969482422,2017-09-20,153,77593.0,30773
2017-04-21,50.79999923706055,2017-09-20,152,77921.0,31477
2017-04-25,50.63999938964844,2017-09-20,148,80269.0,21820
2017-04-26,50.66999816894531,2017-09-20,147,81311.0,15257
2017-04-27,50.0099983215332,2017-09-20,146,80665.0,28759
2017-04-28,50.290000915527344,2017-09-20,145,81564.0,19876
2017-05-01,49.84000015258789,2017-09-20,142,82904.0,18326
2017-05-02,48.709999084472656,2017-09-20,141,86227.0,23776
2017-05-03,48.91999816894531,2017-09-20,140,84323.0,17361
2017-05-04,46.7400016784668,2017-09-20,139,88341.0,29755
2017-05-05,47.47999954223633,2017-09-20,138,90038.0,29575
2017-05-08,47.790000915527344,2017-09-20,135,90602.0,26806
2017-05-09,47.20000076293945,2017-09-20,134,94496.0,29161
2017-05-10,48.52999877929688,2017-09-20,133,98386.0,28543
