date,settlement,expiry_date,days_to_expiry,open_interest,total_volume
2019-05-30,1.5748000144958496,2019-12-31,215,13223.0,2638
2019-05-31,1.4962999820709229,2019-12-31,214,13326.0,2616
2019-06-03,1.4744999408721924,2019-12-31,211,13748.0,2282
2019-06-04,1.469499945640564,2019-12-31,210,14277.0,4068
2019-06-05,1.4265999794006348,2019-12-31,209,14859.0,2189
2019-06-06,1.4490000009536743,2019-12-31,208,14994.0,2467
2019-06-07,1.4837000370025637,2019-12-31,207,15691.0,2440
2019-06-10,1.4744000434875488,2019-12-31,204,15842.0,1188
2019-06-11,1.486899971961975,2019-12-31,203,15904.0,1609
2019-06-12,1.4342000484466553,2019-12-31,202,16156.0,3266
2019-06-13,1.465999960899353,2019-12-31,201,16559.0,2049
2019-06-14,1.4722000360488892,2019-12-31,200,17196.0,1859
2019-06-17,1.4498000144958496,2019-12-31,197,17633.0,2793
2019-06-18,1.4800000190734863,2019-12-31,196,18073.0,2989
2019-06-19,1.4829000234603882,2019-12-31,195,18581.0,4727
2019-06-20,1.545699954032898,2019-12-31,194,19046.0,3410
2019-06-21,1.5700000524520874,2019-12-31,193,19631.0,6471
2019-06-24,1.5717999935150146,2019-12-31,190,19239.0,5842
2019-06-25,1.5849000215530396,2019-12-31,189,19309.0,4598
2019-06-26,1.6330000162124634,2019-12-31,188,19963.0,8695
2019-06-27,1.631700038909912,2019-12-31,187,20911.0,4857
2019-06-28,1.6159000396728516,2019-12-31,186,21903.0,6502
2019-07-01,1.635200023651123,2019-12-31,183,22789.0,7781
2019-07-02,1.5770000219345093,2019-12-31,182,23524.0,7050
2019-07-03,1.6125999689102173,2019-12-31,181,23836.0,4961
2019-07-05,1.617900013923645,2019-12-31,179,24066.0,3964
2019-07-08,1.611199975013733,2019-12-31,176,24344.0,4725
2019-07-09,1.6232000589370728,2019-12-31,175,25339.0,4895
2019-07-10,1.6863000392913818,2019-12-31,174,26537.0,6526
2019-07-11,1.6758999824523926,2019-12-31,173,27351.0,9801
2019-07-12,1.676300048828125,2019-12-31,172,27575.0,5437
2019-07-15,1.6514999866485596,2019-12-31,169,27900.0,4208
2019-07-16,1.6074999570846558,2019-12-31,168,28043.0,3166
2019-07-17,1.5878000259399414,2019-12-31,167,28511.0,2882
2019-07-18,1.544600009918213,2019-12-31,166,28922.0,5901
2019-07-19,1.560099959373474,2019-12-31,165,30051.0,4616
2019-07-22,1.5687999725341797,2019-12-31,162,29900.0,3760
2019-07-23,1.5846999883651731,2019-12-31,161,30609.0,4359
2019-07-24,1.5712000131607056,2019-12-31,160,30831.0,6502
2019-07-25,1.5819000005722046,2019-12-31,159,30961.0,4435
2019-07-26,1.5886000394821167,2019-12-31,158,31466.0,3605
2019-07-29,1.5901999473571775,2019-12-31,155,31464.0,2167
2019-07-30,1.616199970245361,2019-12-31,154,31480.0,3401
2019-07-31,1.629899978637695,2019-12-31,153,31512.0,6659
2019-08-01,1.5210000276565552,2019-12-31,152,32824.0,7219
2019-08-02,1.5473999977111816,2019-12-31,151,33077.0,4496
2019-08-05,1.493499994277954,2019-12-31,148,33520.0,5353
2019-08-06,1.4737999439239502,2019-12-31,147,34930.0,8838
2019-08-07,1.407099962234497,2019-12-31,146,36228.0,10852
2019-08-08,1.4277000427246094,2019-12-31,145,36574.0,6570
2019-08-09,1.4565000534057615,2019-12-31,144,36816.0,5426
2019-08-12,1.4510999917984009,2019-12-31,141,36791.0,6371
2019-08-13,1.518100023269653,2019-12-31,140,36578.0,8316
2019-08-14,1.473399996757507,2019-12-31,139,36701.0,8196
2019-08-15,1.4434000253677368,2019-12-31,138,36140.0,5004
2019-08-16,1.4544999599456787,2019-12-31,137,36465.0,4463
2019-08-19,1.4680999517440796,2019-12-31,134,36227.0,3515
2019-08-20,1.4838000535964966,2019-12-31,133,36647.0,4899
2019-08-21,1.4967000484466553,2019-12-31,132,36857.0,4748
2019-08-22,1.482800006866455,2019-12-31,131,36839.0,5623
2019-08-23,1.4639999866485596,2019-12-31,130,36514.0,5483
2019-08-26,1.4464000463485718,2019-12-31,127,36556.0,4330
2019-08-27,1.4717999696731567,2019-12-31,126,36789.0,3798
2019-08-28,1.496500015258789,2019-12-31,125,37106.0,7963
2019-08-29,1.5081000328063965,2019-12-31,124,36755.0,8373
2019-08-30,1.472000002861023,2019-12-31,123,36654.0,9216
2019-09-03,1.4316999912261963,2019-12-31,119,37508.0,18412
2019-09-04,1.4921000003814695,2019-12-31,118,37504.0,10038
2019-09-05,1.5032999515533447,2019-12-31,117,38336.0,11282
2019-09-06,1.523300051689148,2019-12-31,116,38315.0,11366
2019-09-09,1.544700026512146,2019-12-31,113,37824.0,9266
2019-09-10,1.5461000204086304,2019-12-31,112,38301.0,14787
