date,settlement,expiry_date,days_to_expiry,open_interest,total_volume
2017-03-20,50.36000061035156,2017-10-20,214,50489.0,5446
2017-03-21,49.90999984741211,2017-10-20,213,50148.0,7807
2017-03-22,49.72999954223633,2017-10-20,212,49643.0,19974
2017-03-23,49.38999938964844,2017-10-20,211,49681.0,11681
2017-03-24,49.59999847412109,2017-10-20,210,51057.0,6997
2017-03-27,49.540000915527344,2017-10-20,207,53709.0,12125
2017-03-28,50.0099983215332,2017-10-20,206,52494.0,11357
2017-03-29,50.959999084472656,2017-10-20,205,50944.0,9753
2017-03-30,51.720001220703125,2017-10-20,204,51191.0,10056
2017-03-31,52.02999877929688,2017-10-20,203,49096.0,7923
2017-04-03,51.84999847412109,2017-10-20,200,50193.0,11565
2017-04-04,52.63999938964844,2017-10-20,199,49785.0,10064
2017-04-05,52.68000030517578,2017-10-20,198,49439.0,11017
2017-04-06,53.119998931884766,2017-10-20,197,49848.0,5892
2017-04-07,53.52000045776367,2017-10-20,196,50901.0,19008
2017-04-10,54.369998931884766,2017-10-20,193,54173.0,25264
2017-04-11,54.68999862670898,2017-10-20,192,54515.0,12914
2017-04-12,54.560001373291016,2017-10-20,191,55625.0,13381
2017-04-13,54.66999816894531,2017-10-20,190,60598.0,23657
2017-04-17,54.2599983215332,2017-10-20,186,60463.0,4868
2017-04-18,54.0099983215332,2017-10-20,185,63259.0,14899
2017-04-19,52.04999923706055,2017-10-20,184,60254.0,33196
2017-04-20,51.9900016784668,2017-10-20,183,61128.0,17534
2017-04-21,51.0099983215332,2017-10-20,182,61661.0,21346
2017-04-25,50.810001373291016,2017-10-20,178,62428.0,12103
2017-04-26,50.84000015258789,2017-10-20,177,63065.0,10825
2017-04-27,50.18000030517578,2017-10-20,176,62660.0,14097
2017-04-28,50.459999084472656,2017-10-20,175,63106.0,15047
2017-05-01,50.02999877929688,2017-10-20,172,63125.0,14219
2017-05-02,48.93000030517578,2017-10-20,171,63470.0,21989
2017-05-03,49.13999938964844,2017-10-20,170,63904.0,11920
2017-05-04,47.0,2017-10-20,169,60665.0,21039
2017-05-05,47.75,2017-10-20,168,61689.0,20036
2017-05-08,48.06999969482422,2017-10-20,165,60214.0,17359
2017-05-09,47.47999954223633,2017-10-20,164,61789.0,13412
2017-05-10,48.77000045776367,2017-10-20,163,64025.0,17222
2017-05-11,49.22999954223633,2017-10-20,162,66573.0,12883
2017-05-12,49.08000183105469,2017-10-20,161,69045.0,19916
2017-05-15,49.93999862670898,2017-10-20,158,67515.0,21682
2017-05-16,49.95000076293945,2017-10-20,157,65946.0,16851
2017-05-17,50.380001068115234,2017-10-20,156,65874.0,11602
2017-05-18,50.5,2017-10-20,155,66648.0,20353
2017-05-19,51.45000076293945,2017-10-20,154,66864.0,24090
2017-05-22,51.95000076293945,2017-10-20,151,74065.0,36336
2017-05-23,52.220001220703125,2017-10-20,150,78354.0,25246
2017-05-24,52.0099983215332,2017-10-20,149,76575.0,26849
2017-05-25,49.63999938964844,2017-10-20,148,78084.0,36085
2017-05-26,50.4900016784668,2017-10-20,147,79203.0,18972
2017-05-30,50.369998931884766,2017-10-20,143,81231.0,15914
2017-05-31,49.0099983215332,2017-10-20,142,86592.0,29409
2017-06-01,49.09999847412109,2017-10-20,141,85662.0,27028
2017-06-02,48.369998931884766,2017-10-20,140,85732.0,27006
2017-06-05,48.060001373291016,2017-10-20,137,88216.0,21396
2017-06-06,48.7599983215332,2017-10-20,136,90341.0,26530
2017-06-07,46.65999984741211,2017-10-20,135,96059.0,58753
2017-06-08,46.59999847412109,2017-10-20,134,96888.0,36688
2017-06-09,46.7599983215332,2017-10-20,133,101242.0,28657
2017-06-12,46.959999084472656,2017-10-20,130,104762.0,23337
2017-06-13,47.27000045776367,2017-10-20,129,105711.0,39324
2017-06-14,45.58000183105469,2017-10-20,128,105096.0,35777
2017-06-15,45.40999984741211,2017-10-20,127,109847.0,31949
