date,settlement,expiry_date,days_to_expiry,open_interest,total_volume
2015-03-02,1.9235999584198,2015-09-30,212,17232.0,2659
2015-03-03,1.9642000198364256,2015-09-30,211,17412.0,2564
2015-03-04,1.943300008773804,2015-09-30,210,17298.0,2213
2015-03-05,1.9220999479293823,2015-09-30,209,17238.0,4957
2015-03-06,1.908400058746338,2015-09-30,208,17075.0,3439
2015-03-09,1.886299967765808,2015-09-30,205,16882.0,1672
2015-03-10,1.8387000560760496,2015-09-30,204,16522.0,2168
2015-03-11,1.856600046157837,2015-09-30,203,16862.0,1908
2015-03-12,1.833299994468689,2015-09-30,202,16547.0,3086
2015-03-13,1.774500012397766,2015-09-30,201,16585.0,1328
2015-03-16,1.756500005722046,2015-09-30,198,16863.0,1867
2015-03-17,1.7493000030517578,2015-09-30,197,17287.0,3359
2015-03-18,1.812399983406067,2015-09-30,196,17318.0,3459
2015-03-19,1.7740999460220337,2015-09-30,195,16997.0,2213
2015-03-20,1.792199969291687,2015-09-30,194,17055.0,827
2015-03-23,1.803099989891052,2015-09-30,191,17096.0,1252
2015-03-24,1.7848999500274658,2015-09-30,190,17319.0,1779
2015-03-25,1.807000041007996,2015-09-30,189,17902.0,3040
2015-03-26,1.8658000230789185,2015-09-30,188,18006.0,2047
2015-03-27,1.803599953651428,2015-09-30,187,17962.0,1554
2015-03-30,1.8114999532699585,2015-09-30,184,18432.0,2382
2015-03-31,1.7919000387191772,2015-09-30,183,18726.0,2091
2015-04-01,1.8342000246047967,2015-09-30,182,19119.0,2934
2015-04-02,1.7732000350952148,2015-09-30,181,19201.0,3765
2015-04-03,1.7732000350952148,2015-09-30,180,19201.0,0
2015-04-06,1.848600029945373,2015-09-30,177,19159.0,1645
2015-04-07,1.8666000366210933,2015-09-30,176,19008.0,2694
2015-04-08,1.784000039100647,2015-09-30,175,19062.0,2584
2015-04-09,1.809000015258789,2015-09-30,174,19045.0,3145
2015-04-10,1.836899995803833,2015-09-30,173,19059.0,5037
2015-04-13,1.8418999910354608,2015-09-30,170,20180.0,6852
