date,settlement,expiry_date,days_to_expiry,open_interest,total_volume
2017-06-28,1.350600004196167,2018-01-31,217,7457.0,773
2017-06-29,1.356600046157837,2018-01-31,216,7443.0,683
2017-06-30,1.3880000114440918,2018-01-31,215,7435.0,859
2017-07-03,1.4178999662399292,2018-01-31,212,7311.0,710
2017-07-05,1.3812999725341797,2018-01-31,210,7287.0,1766
2017-07-06,1.3933000564575195,2018-01-31,209,8050.0,3828
2017-07-07,1.3595999479293823,2018-01-31,208,8088.0,1639
2017-07-10,1.3628000020980835,2018-01-31,205,7956.0,1031
2017-07-11,1.3776999711990356,2018-01-31,204,7244.0,3146
2017-07-12,1.3753999471664429,2018-01-31,203,7213.0,1069
2017-07-13,1.38510000705719,2018-01-31,202,7091.0,817
2017-07-14,1.405900001525879,2018-01-31,201,6874.0,1243
2017-07-17,1.3947999477386477,2018-01-31,198,7238.0,1791
2017-07-18,1.4036999940872192,2018-01-31,197,7224.0,1529
2017-07-19,1.4284000396728516,2018-01-31,196,8309.0,2803
2017-07-20,1.423200011253357,2018-01-31,195,8405.0,1817
2017-07-21,1.3970999717712402,2018-01-31,194,8373.0,1472
2017-07-24,1.4036999940872192,2018-01-31,191,8467.0,545
2017-07-25,1.434499979019165,2018-01-31,190,8690.0,1845
2017-07-26,1.4514000415802002,2018-01-31,189,8882.0,1609
2017-07-27,1.4630000591278076,2018-01-31,188,10430.0,4870
2017-07-28,1.4799000024795532,2018-01-31,187,8678.0,6951
2017-07-31,1.5022000074386597,2018-01-31,184,8429.0,2244
2017-08-01,1.4907000064849854,2018-01-31,183,9044.0,2776
2017-08-02,1.495300054550171,2018-01-31,182,9178.0,2679
2017-08-03,1.4888999462127686,2018-01-31,181,9263.0,2300
2017-08-04,1.4993000030517578,2018-01-31,180,9096.0,1789
2017-08-07,1.4955999851226809,2018-01-31,177,8942.0,2105
2017-08-08,1.4874000549316406,2018-01-31,176,9651.0,3591
2017-08-09,1.492300033569336,2018-01-31,175,10087.0,2292
2017-08-10,1.4674999713897705,2018-01-31,174,10296.0,4019
2017-08-11,1.4701999425888062,2018-01-31,173,10660.0,2809
2017-08-14,1.4419000148773191,2018-01-31,170,10747.0,1691
2017-08-15,1.4443999528884888,2018-01-31,169,11084.0,2948
2017-08-16,1.426300048828125,2018-01-31,168,11273.0,1544
2017-08-17,1.4443000555038452,2018-01-31,167,10974.0,2979
2017-08-18,1.4799000024795532,2018-01-31,166,10887.0,2385
2017-08-21,1.448300004005432,2018-01-31,163,10990.0,3139
2017-08-22,1.4550000429153442,2018-01-31,162,10671.0,2422
2017-08-23,1.478600025177002,2018-01-31,161,10945.0,2662
2017-08-24,1.4744999408721924,2018-01-31,160,10458.0,9558
2017-08-25,1.4746999740600586,2018-01-31,159,12259.0,11712
2017-08-28,1.4637000560760498,2018-01-31,156,12304.0,5939
2017-08-29,1.4730000495910645,2018-01-31,155,13184.0,5499
2017-08-30,1.4598000049591064,2018-01-31,154,13068.0,11555
2017-08-31,1.5197999477386477,2018-01-31,153,13704.0,12649
2017-09-01,1.5205999612808228,2018-01-31,152,13681.0,6395
2017-09-05,1.523900032043457,2018-01-31,148,13630.0,6129
2017-09-06,1.537999987602234,2018-01-31,147,13290.0,4782
2017-09-07,1.5398999452590942,2018-01-31,146,13286.0,3944
2017-09-08,1.526900053024292,2018-01-31,145,14164.0,4723
2017-09-11,1.531999945640564,2018-01-31,142,14828.0,5141
2017-09-12,1.5454000234603882,2018-01-31,141,16072.0,6478
2017-09-13,1.5571999549865725,2018-01-31,140,16343.0,8506
2017-09-14,1.566100001335144,2018-01-31,139,16229.0,7716
2017-09-15,1.5781999826431274,2018-01-31,138,16332.0,6790
2017-09-18,1.569700002670288,2018-01-31,135,16787.0,4288
2017-09-19,1.5625,2018-01-31,134,17467.0,5863
2017-09-20,1.58270001411438,2018-01-31,133,18296.0,6319
2017-09-21,1.5824999809265137,2018-01-31,132,20396.0,10330
2017-09-22,1.5958000421524048,2018-01-31,131,20409.0,6285
2017-09-25,1.636299967765808,2018-01-31,128,19993.0,6096
2017-09-26,1.6240999698638916,2018-01-31,127,20145.0,6674
2017-09-27,1.6090999841690063,2018-01-31,126,20147.0,8509
2017-09-28,1.601199984550476,2018-01-31,125,20028.0,6208
2017-09-29,1.5858999490737915,2018-01-31,124,19643.0,8037
2017-10-02,1.5614999532699585,2018-01-31,121,19587.0,7722
