date,settlement,expiry_date,days_to_expiry,open_interest,total_volume
2021-06-28,1.9931999444961548,2022-01-31,217,6936.0,514
2021-06-29,2.010499954223633,2022-01-31,216,7221.0,724
2021-06-30,2.01200008392334,2022-01-31,215,7737.0,1706
2021-07-01,2.04010009765625,2022-01-31,214,8083.0,1702
2021-07-02,2.0655999183654785,2022-01-31,213,7858.0,987
2021-07-06,1.999699950218201,2022-01-31,209,7445.0,1320
2021-07-07,1.982100009918213,2022-01-31,208,7399.0,922
2021-07-08,2.0127999782562256,2022-01-31,207,7400.0,1305
2021-07-09,2.0471999645233154,2022-01-31,206,7172.0,1578
2021-07-12,2.0387001037597656,2022-01-31,203,7169.0,1120
2021-07-13,2.077800035476685,2022-01-31,202,7378.0,1328
2021-07-14,2.0441999435424805,2022-01-31,201,7612.0,1538
2021-07-15,2.0088000297546387,2022-01-31,200,7749.0,1240
2021-07-16,2.00979995727539,2022-01-31,199,7796.0,1190
2021-07-19,1.874500036239624,2022-01-31,196,7832.0,1288
2021-07-20,1.8945000171661377,2022-01-31,195,7976.0,868
2021-07-21,1.9699000120162964,2022-01-31,194,8005.0,1120
2021-07-22,2.0095999240875244,2022-01-31,193,7748.0,1864
2021-07-23,2.018899917602539,2022-01-31,192,7618.0,709
2021-07-26,2.0262999534606934,2022-01-31,189,7522.0,958
2021-07-27,2.0262999534606934,2022-01-31,188,7941.0,3842
2021-07-28,2.038300037384033,2022-01-31,187,7905.0,1678
2021-07-29,2.0713000297546387,2022-01-31,186,7762.0,1673
2021-07-30,2.0785000324249268,2022-01-31,185,7886.0,1320
2021-08-02,2.0202999114990234,2022-01-31,182,7741.0,1971
2021-08-03,2.017199993133545,2022-01-31,181,7739.0,2109
2021-08-04,1.9839999675750728,2022-01-31,180,7964.0,1922
2021-08-05,2.012900114059448,2022-01-31,179,8091.0,1962
2021-08-06,1.9958000183105469,2022-01-31,178,7942.0,1597
2021-08-09,1.9594999551773071,2022-01-31,175,7924.0,1418
2021-08-10,1.9944000244140625,2022-01-31,174,8006.0,1766
2021-08-11,2.021699905395508,2022-01-31,173,7985.0,1829
2021-08-12,2.010699987411499,2022-01-31,172,8377.0,3071
2021-08-13,1.995100021362305,2022-01-31,171,7908.0,2081
2021-08-16,1.9573999643325808,2022-01-31,168,7413.0,2446
2021-08-17,1.9392999410629272,2022-01-31,167,7349.0,1392
2021-08-18,1.917099952697754,2022-01-31,166,7105.0,1690
2021-08-19,1.859699964523316,2022-01-31,165,7430.0,3000
2021-08-20,1.7954000234603882,2022-01-31,164,7251.0,3796
2021-08-23,1.884600043296814,2022-01-31,161,7018.0,1736
2021-08-24,1.9503999948501587,2022-01-31,160,6917.0,2465
2021-08-25,2.0023000240325928,2022-01-31,159,7479.0,4207
2021-08-26,1.958400011062622,2022-01-31,158,8134.0,3126
2021-08-27,1.9859000444412231,2022-01-31,157,8433.0,3132
2021-08-30,2.007699966430664,2022-01-31,154,8908.0,3495
2021-08-31,2.0027999877929688,2022-01-31,153,8890.0,5010
2021-09-01,1.996000051498413,2022-01-31,152,9118.0,4531
2021-09-02,2.0304999351501465,2022-01-31,151,9238.0,4549
2021-09-03,2.0257999897003174,2022-01-31,150,9345.0,4803
2021-09-07,2.000999927520752,2022-01-31,146,9625.0,4090
2021-09-08,2.015700101852417,2022-01-31,145,9574.0,4968
2021-09-09,1.9854999780654907,2022-01-31,144,9607.0,4499
2021-09-10,2.027100086212158,2022-01-31,143,10049.0,4691
2021-09-13,2.0371999740600586,2022-01-31,140,10250.0,2630
2021-09-14,2.042399883270264,2022-01-31,139,11073.0,6351
2021-09-15,2.073400020599365,2022-01-31,138,11339.0,5623
2021-09-16,2.064199924468994,2022-01-31,137,11750.0,4221
2021-09-17,2.050299882888794,2022-01-31,136,12044.0,4840
2021-09-20,1.9977999925613403,2022-01-31,133,11727.0,5154
2021-09-21,2.006099939346313,2022-01-31,132,12004.0,7542
2021-09-22,2.0332999229431152,2022-01-31,131,11749.0,6002
2021-09-23,2.066699981689453,2022-01-31,130,11597.0,7647
2021-09-24,2.078700065612793,2022-01-31,129,12026.0,6171
2021-09-27,2.112600088119507,2022-01-31,126,12888.0,7700
2021-09-28,2.098299980163574,2022-01-31,125,13475.0,5655
2021-09-29,2.1180999279022217,2022-01-31,124,14132.0,6641
2021-09-30,2.134999990463257,2022-01-31,123,14889.0,9805
2021-10-01,2.18530011177063,2022-01-31,122,15782.0,8508
2021-10-04,2.2383999824523926,2022-01-31,119,16403.0,7254
2021-10-06,2.2363998889923096,2022-01-31,117,17142.0,9085
2021-10-07,2.2583000659942627,2022-01-31,116,17012.0,9720
2021-10-08,2.2771999835968018,2022-01-31,115,16883.0,11554
2021-10-11,2.2952001094818115,2022-01-31,112,16832.0,7971
2021-10-12,2.296600103378296,2022-01-31,111,17528.0,7984
2021-10-13,2.311100006103516,2022-01-31,110,17827.0,16302
2021-10-14,2.3399999141693115,2022-01-31,109,17849.0,12622
2021-10-15,2.374500036239624,2022-01-31,108,19411.0,12822
2021-10-18,2.364799976348877,2022-01-31,105,18589.0,11960
2021-10-19,2.3696999549865723,2022-01-31,104,17691.0,15225
2021-10-20,2.3959999084472656,2022-01-31,103,17161.0,11652
2021-10-21,2.362600088119507,2022-01-31,102,18229.0,9875
2021-10-22,2.356300115585327,2022-01-31,101,19654.0,9453
2021-10-25,2.373199939727783,2022-01-31,98,19579.0,10884
2021-10-26,2.380199909210205,2022-01-31,97,19819.0,11308
2021-10-27,2.3203001022338867,2022-01-31,96,19732.0,14429
2021-10-28,2.2955000400543213,2022-01-31,95,19569.0,11818
2021-10-29,2.293800115585327,2022-01-31,94,21225.0,17400
2021-11-01,2.3220999240875244,2022-01-31,91,21579.0,20659
2021-11-02,2.342900037765503,2022-01-31,90,21612.0,28884
2021-11-03,2.256599903106689,2022-01-31,89,23240.0,25186
2021-11-04,2.219300031661988,2022-01-31,88,23935.0,29310
2021-11-05,2.2583000659942627,2022-01-31,87,24165.0,17321
2021-11-08,2.264699935913086,2022-01-31,84,23809.0,17700
2021-11-09,2.313699960708618,2022-01-31,83,24513.0,19432
2021-11-10,2.249599933624268,2022-01-31,82,25293.0,24263
2021-11-11,2.26449990272522,2022-01-31,81,26777.0,20243
2021-11-12,2.250600099563598,2022-01-31,80,27495.0,16563
2021-11-15,2.254300117492676,2022-01-31,77,29652.0,23015
2021-11-16,2.2679998874664307,2022-01-31,76,31945.0,18114
2021-11-17,2.2100000381469727,2022-01-31,75,30598.0,26464
2021-11-18,2.223700046539306,2022-01-31,74,31718.0,18505
2021-11-19,2.140399932861328,2022-01-31,73,33373.0,37867
2021-11-22,2.186500072479248,2022-01-31,70,34848.0,22861
2021-11-23,2.25979995727539,2022-01-31,69,36658.0,25582
2021-11-24,2.2502999305725098,2022-01-31,68,37231.0,21363
2021-11-26,1.9701000452041624,2022-01-31,66,36185.0,34188
2021-11-29,2.0218000411987305,2022-01-31,63,36154.0,38843
2021-11-30,1.928200006484985,2022-01-31,62,37747.0,41178
2021-12-01,1.9363000392913816,2022-01-31,61,39033.0,41876
2021-12-02,1.9507999420166016,2022-01-31,60,43077.0,47882
2021-12-03,1.940199971199036,2022-01-31,59,44668.0,37689
2021-12-06,2.0283000469207764,2022-01-31,56,47526.0,33029
2021-12-07,2.086400032043457,2022-01-31,55,50834.0,60804
2021-12-08,2.1345999240875244,2022-01-31,54,58769.0,46794
2021-12-09,2.116499900817871,2022-01-31,53,65021.0,44709
2021-12-10,2.127000093460083,2022-01-31,52,69654.0,40171
2021-12-13,2.1057000160217285,2022-01-31,49,76160.0,40699
2021-12-14,2.097100019454956,2022-01-31,48,79429.0,37670
2021-12-15,2.112299919128418,2022-01-31,47,82951.0,44481
2021-12-16,2.164400100708008,2022-01-31,46,88894.0,51320
2021-12-17,2.112600088119507,2022-01-31,45,94162.0,64407
2021-12-20,2.0785999298095703,2022-01-31,42,98050.0,59717
2021-12-21,2.1447999477386475,2022-01-31,41,101769.0,51132
2021-12-22,2.164999961853028,2022-01-31,40,102476.0,59396
2021-12-23,2.2032999992370605,2022-01-31,39,106124.0,74627
2021-12-27,2.2304000854492188,2022-01-31,35,108205.0,48449
2021-12-28,2.246000051498413,2022-01-31,34,111979.0,45340
2021-12-29,2.2665998935699463,2022-01-31,33,114634.0,49319
2021-12-30,2.291399955749512,2022-01-31,32,115397.0,48624
2021-12-31,2.224600076675415,2022-01-31,31,115878.0,62849
