date,Open,High,Low,Close,Volume
2015-01-02,32.11530767568256,32.705114447316284,31.80420105165709,32.62733840942383,5897000
2015-01-05,32.30327885289976,32.30327885289976,31.169034514627235,31.28569984436035,7732700
2015-01-06,31.253289556246536,31.72643112596603,30.650519583429176,30.90329360961914,8586800
2015-01-07,31.156065692771623,31.72642914735803,30.566258844292765,30.663480758666992,8825800
2015-01-08,31.169031405268843,32.48475391522514,30.9551441646096,32.41994094848633,8941700
2015-01-09,32.40049910580648,32.60142079580005,31.35051119263054,31.531991958618164,8475100
2015-01-12,31.31161661171052,31.38939265067101,30.462553072168163,30.702363967895508,6898700
2015-01-13,31.27272540481243,31.45420364188256,29.50978548199785,29.782005310058597,10932800
2015-01-14,29.470898329660123,29.516267888355724,28.343134723263194,29.075532913208008,13608500
2015-01-15,29.360716394204687,29.37367947981271,28.161659408703837,28.56350517272949,11217200
2015-01-16,28.971837043457384,29.63941995798588,28.90702160797264,29.425535202026367,9633000
2015-01-20,29.263500361169022,30.15793111995121,29.1144260955826,30.144968032836918,8528100
2015-01-21,30.28107711625566,30.6958859853897,30.01534002993817,30.58570098876953,6944400
2015-01-22,31.11070251464844,31.22088506594203,30.37182372551857,31.11070251464844,9023300
2015-01-23,31.162548458490804,32.99030165724648,30.942180928802586,32.510677337646484,11629500
2015-01-26,32.43290930423128,33.51530135380514,32.43290930423128,33.17826843261719,9803200
2015-01-27,32.92548530977888,33.44399640275652,32.73104395896925,33.204185485839844,6593400
2015-01-28,33.40512321136072,33.90419111410595,33.11994013981663,33.385677337646484,12498700
2015-01-29,34.273619008693686,34.48102346031569,33.17178131416672,33.75510787963867,11391500
2015-01-30,33.54122221080025,34.934723252985066,33.379187320893,34.27362060546875,10200500
2015-02-02,34.610654281131495,35.28471755981445,34.2995451094855,35.28471755981445,9905800
2015-02-03,35.44674454748409,35.56340984271631,34.68193982205314,35.24582290649414,10521100
2015-02-04,34.999538919818846,35.45323714104852,34.62361675945654,35.1875,7770500
2015-02-05,35.42730029572636,35.79025925791046,35.00600868734223,35.65414810180664,6612200
2015-02-06,35.84211100926165,35.94581322212835,35.258786989057405,35.55693054199219,7786200
2015-02-09,35.641809191578865,35.79850627906123,35.25659811257609,35.5504035949707,5036300
2015-02-10,35.53080920848672,36.26205884539861,35.32841184575074,36.249000549316406,7759700
2015-02-11,36.1837036417559,36.55585879774151,35.844197957001725,36.14453125,6647300
2015-02-12,36.32735464553306,37.261001820213046,36.09231025321981,36.92149353027344,10149300
2015-02-13,37.75067987015478,38.50151590756019,37.4699326555156,38.25994110107422,13179700
2015-02-17,38.25341251036198,38.76920412713153,37.97919320512889,38.344818115234375,8450100
2015-02-18,38.690849671718674,38.80184395756594,38.181588511261744,38.69738006591797,6655700
2015-02-19,38.65168877105428,39.61798067900359,38.51458033945566,39.29153060913086,7449200
2015-02-20,39.32415529792526,39.663663498348726,38.83448043992095,39.64407730102539,6927900
2015-02-23,39.58532917759707,41.07394043626403,39.52656807577517,40.806251525878906,9827200
2015-02-24,40.74095364259957,40.897648219571686,39.77465962527143,40.218631744384766,6310400
2015-02-25,40.00971699198761,40.26434763033144,39.69632524551702,40.00318908691406,5407500
2015-02-26,40.06846366817284,41.00211066622816,40.05540537211291,40.460205078125,7633500
2015-02-27,40.46021083600166,40.96294409808408,40.179463657298285,40.27739715576172,8224900
2015-03-02,39.91178896469768,39.97055008091091,37.99879122539826,38.3056526184082,13063700
2015-03-03,38.58639022405798,39.29805134618908,38.57333441538703,39.22623443603516,6377700
2015-03-04,38.91935455245047,38.91935455245047,38.12281605929834,38.57331848144531,7102100
2015-03-05,38.801844376370816,39.46127223252572,38.70390838724944,39.14788055419922,6580400
2015-03-06,38.62556185221965,39.36333951047076,38.18158967651242,38.35134506225586,5741000
2015-03-09,38.23382699251074,38.97160223971045,38.22729659740789,38.25994110107422,6147500
2015-03-10,38.031420687809,38.07059557998885,37.36546246444474,37.7180290222168,6435400
2015-03-11,36.75827427965282,37.75068270751823,36.75827427965282,37.69845199584961,10910800
2015-03-12,37.95959649666275,38.70390191963806,37.646204870705525,37.724552154541016,7140100
2015-03-13,37.84207684745179,38.34481005924496,37.71149637194707,38.21422958374024,5127100
2015-03-16,38.10324539893366,38.97813152152922,37.88778719778101,38.9520149230957,5317200
2015-03-17,38.7953170489591,39.26540584891826,38.12283084171874,39.10871124267578,5471900
2015-03-18,39.167459605496205,40.838881478491096,38.90629869253323,40.45367050170898,8494300
