date,Open,High,Low,Close,Volume
2015-01-02,19.264289659895432,20.001443050993142,19.130899526791104,19.96634101867676,600900
2015-01-05,20.001440922602697,20.057604971766413,18.836035898163143,19.004528045654297,742400
2015-01-06,18.990487779618373,19.643395725223225,18.590318739165497,18.90624237060547,982200
2015-01-07,19.095793401433887,19.67147517799241,18.990484648943475,19.37661361694336,1239200
2015-01-08,19.43278025164752,20.07866750298459,19.257267426165235,20.036544799804688,869500
2015-01-09,19.95931620999709,20.1839723840224,19.48894184348545,19.83294677734375,708700
2015-01-12,19.4327803915646,19.62233456582385,18.81497449154704,19.33449363708496,909000
2015-01-13,19.40469339630825,19.720616950062567,18.492027435105587,18.88517570495605,999700
2015-01-14,18.60435836058488,18.70966578160708,17.818060361443223,18.47096824645996,1152600
2015-01-15,18.646479462733726,19.19407987978583,17.853162197379135,18.60435676574707,731600
2015-01-16,18.625418825268,19.9171931408924,18.625418825268,19.57318687438965,711400
2015-01-20,19.55212383685876,19.875066707280958,19.22215895553773,19.734657287597656,936300
2015-01-21,19.79082443882385,20.47883431903279,19.755721074084757,20.09270668029785,589000
2015-01-22,20.33140785232776,20.96325518205272,20.015485526522053,20.921131134033203,560600
2015-01-23,20.843899077325798,21.749544367075227,20.58413956190713,21.63019561767578,610800
2015-01-26,21.63721581939304,22.03738475307317,21.272148906926287,21.805707931518555,611500
2015-01-27,21.567013381687005,21.974203043000184,21.50382866363354,21.70742416381836,690200
2015-01-28,21.686358457925778,21.925055943534705,21.30023088129404,21.398517608642575,668600
2015-01-29,21.637214530670988,21.784645956909905,20.94920477903923,21.38447570800781,770600
2015-01-30,21.15982237912529,21.896976930004527,21.124720355345683,21.658279418945312,786200
2015-02-02,21.97420364126241,22.009307007279187,21.300235082418165,21.847835540771484,730500
2015-02-03,22.051428971075808,22.54988470036062,21.735505382756948,22.142696380615234,722700
2015-02-04,21.932077630162738,22.06546772277652,21.419580615194374,21.812728881835938,853200
2015-02-05,21.981227072339937,22.09355517957389,21.707427478339262,22.00930976867676,457300
2015-02-06,22.1146191282564,22.226947245275383,21.904004243610004,22.13568115234375,449300
2015-02-09,22.149713447506528,22.276082869900176,21.89697594177555,21.94611930847168,374000
2015-02-10,22.01632242062935,22.33224460496539,21.61615351703667,22.31118392944336,754500
2015-02-11,22.10759600846388,22.3462935654935,21.76359102075805,22.18482208251953,561400
2015-02-12,22.472657765873915,22.851766057164927,22.276084286587967,22.80964469909668,691800
2015-02-13,22.90090505120683,23.455526036775723,22.76751631262324,22.886863708496094,939400
2015-02-17,22.94303215937502,23.18874899451901,22.58498456746504,23.041318893432617,854700
2015-02-18,22.964097505638016,23.378307882024156,22.739441302660435,23.329164505004883,348500
2015-02-19,23.013243029502856,23.3221473459988,22.43756112090479,23.132593154907227,953700
2015-02-20,23.132591141193707,23.3081039682466,22.423519159213235,22.62711334228516,571600
2015-02-23,22.500741237083663,23.989089084969844,22.472658545322272,23.76443290710449,1295500
2015-02-24,24.97196035280465,26.03205913835748,23.869740210284647,24.29096984863281,1773500
2015-02-25,24.480521267891973,25.23873774636513,24.08737436330212,24.31904983520508,1438900
2015-02-26,24.35415183597273,25.64592597458098,24.164597716501078,25.379148483276367,1655500
2015-02-27,25.4002110765589,26.298835700595383,25.4002110765589,26.17246627807617,1752900
2015-03-02,26.228636417012808,26.228636417012808,24.922820599364886,25.351072311401367,1685500
2015-03-03,25.624870420037936,25.891650642775712,24.99302322884661,25.0491886138916,782700
2015-03-04,24.85261249174689,25.37915086929989,24.64901700967935,25.203638076782227,1830800
2015-03-05,25.30894489304329,25.898668000447387,25.22469950001777,25.814422607421875,1041800
2015-03-06,25.92016210689897,26.68148175091881,25.53950094034772,25.750978469848636,1404500
2015-03-09,25.729832736046426,26.19508439850477,25.24343412636632,25.426713943481445,1262200
2015-03-10,25.215233904515745,25.384414843685104,24.771129233301725,25.36326789855957,1011600
2015-03-11,25.37032526030537,25.96246407930997,25.144746134371164,25.927215576171875,1023700
2015-03-12,26.089343400164623,26.321970568052382,25.49015661046789,25.57474708557129,928200
2015-03-13,25.58885047531839,25.8919693112618,25.26458468912695,25.447864532470703,876800
2015-03-16,25.37736284413533,26.716724736541995,25.313919329461708,26.35016250610352,1344600
2015-03-17,26.258531714014367,26.54050359999948,26.004757554444407,26.46296119689941,758100
2015-03-18,26.519344803662584,27.37230825415652,26.23032493041226,27.153779983520508,1448700
2015-03-19,26.963455464792453,27.069195581464005,26.540500376272,26.751977920532227,982200
2015-03-20,27.01984503663907,27.0903366397066,26.47705108795579,26.716726303100582,2632200
2015-03-23,26.787219556063107,27.055092504566822,26.639185567054124,26.70262908935547,1121500
2015-03-24,26.632143252303145,26.850671607217254,26.2796797251352,26.780179977416992,1013300
2015-03-25,26.78722519431957,27.43575672405377,26.70263470980707,26.89296531677246,1668000
2015-03-26,26.963459651125184,27.33002203966054,26.69558661929487,27.2877254486084,1894100
2015-03-27,27.49214641726536,27.4991945023812,26.84361502330996,26.928205490112305,1156500
2015-03-30,27.12558513202516,28.20412236262358,27.055093521965052,28.13363075256348,1691200
2015-03-31,28.190019464952748,28.352152280667617,27.84460420428582,28.020835876464844,1225100
2015-04-01,28.21822918394026,29.00774942259787,28.02085046881751,28.803319931030277,1499000
2015-04-02,28.54248625565001,28.82445535173343,27.851655650902376,28.02788734436035,1309200
2015-04-06,28.19707324456965,28.45789541913884,27.745920502909733,28.21117210388184,1395500
2015-04-07,28.345110449699582,28.42265284017314,27.7177259290794,27.788217544555664,1178600
2015-04-08,28.07018929597685,28.147731686205507,27.57673992195305,27.75297164916992,932300
2015-04-09,27.745926002767703,28.01379900463257,27.40756137945139,27.55559539794922,1139900
2015-04-10,27.68247532403443,28.041986803193343,27.57673523006177,27.99969291687012,502800
2015-04-13,27.50624219589598,27.76001625696292,26.56868832463003,26.64623069763184,1021100
2015-04-14,26.70967552934446,27.0903366397066,26.470000314199662,26.716726303100582,1212800
2015-04-15,27.28771368379477,28.43674503236046,26.87885756956462,27.048038482666016,2878100
2015-04-16,26.907052557484334,27.499191130662627,26.80836324346831,27.23836898803711,1469200
2015-04-17,27.11853668639337,27.16788135059643,26.87181067629555,27.083288192749023,578700
2015-04-20,27.08328778358705,27.42870311687261,26.48410104784069,26.58279037475586,705800
2015-04-21,26.58984230165428,27.097387817659943,26.357215144627965,26.90000915527344,787500
2015-04-22,26.998707976130092,27.66134118547541,26.82952697435768,27.52035522460937,778400
2015-04-23,27.449862113321824,27.91511392239224,27.196090599442773,27.5133056640625,899400
2015-04-24,27.611985224802574,28.16887811800714,27.53444552507417,28.084287643432617,885000
2015-04-27,28.175934603297986,28.21822850461564,26.991656962905136,27.203134536743164,989100
2015-04-28,27.06918005143616,27.576725328657176,26.808355297041164,27.53443145751953,816700
2015-04-29,27.604941612065893,27.604941612065893,26.99165586613079,27.019853591918945,730400
2015-04-30,27.076236199512007,27.294764458786812,25.955402566089575,26.025894165039062,1138900
2015-05-01,26.047044033843243,26.79426467022683,26.047044033843243,26.64623069763184,1126800
2015-05-04,26.73786942950208,26.73786942950208,25.75097099293798,26.202123641967773,896200
2015-05-05,26.31492425293752,26.56869569532363,25.891966470794856,25.95541000366211,1290000
2015-05-06,25.39146900557904,26.603944217406205,24.67244319547802,25.2786808013916,2025500
2015-05-07,25.257530483849354,25.469008002352325,24.64424218438344,25.36326789855957,1194500
2015-05-08,25.71573180116594,25.997703623771084,25.179988565115284,25.807373046875,848900
2015-05-11,25.490155310817077,25.69458474688634,24.989657882439975,25.546550750732425,920700
2015-05-12,25.46900291654433,25.46900291654433,24.75702542988793,24.95440673828125,972400
